ID,Group,acc,GFP,N1,N2,P3b,Q_N1,Q_N2,Q_P3b,CD_N1,CD_N2,CD_P3b,PCE_N1,PCE_N2,PCE_P3b
S128-DL-y17,1,-0.810416053,-2.390318519,-0.978513756,-0.684675236,-1.80506588,-0.332942682,-0.010703093,-0.007350702,-1.086252334,-1.04700284,-1.550044256,-0.962756251,0.056621668,0.391135376
S129-TG-y18,1,1.448850059,-0.32618773,-1.500172569,0.08617549,-0.101933361,-0.573370472,0.008292848,0.097650347,0.009665645,0.052432546,1.011365093,1.418342166,1.25295771,0.924273039
S130-TK-y19,1,0.556105525,0.076466643,-0.075432149,-0.244057956,0.166193496,0.461044617,-0.329792613,-1.530202626,0.249210818,-1.032821523,-0.259747474,0.135291871,0.687315607,0.553848138
S131-DK-y20,1,0.891480911,1.691749202,-1.936177957,1.924560835,1.766789296,3.081253369,1.553614773,-1.364789067,1.386366864,1.222591817,1.533074302,1.93528541,1.22869338,1.84376873
S140-TG-y21,1,0.046165006,0.626502395,0.02281524,-0.376298421,1.349502348,-0.120486822,-0.616197991,0.110000028,-0.013639863,-0.653457279,2.060603981,0.898974628,1.560895024,0.647760585
S141-AT-y22,1,0.171722575,-0.252938714,0.347740132,1.410790714,0.457151869,-1.840271118,-2.432446563,0.356137055,-0.895712221,0.40728003,-0.14470746,1.614077335,1.349255033,1.503665234
S142-MD-y23,1,-0.033553462,2.684970533,-2.602209237,1.507289562,0.766553042,1.159557959,0.042071807,-1.433689606,1.489403756,1.118844564,0.651995183,0.89158792,0.424388179,0.366002473
S143-ND-y24,1,-0.374768034,0.836236819,-1.043769392,0.312278949,0.086152082,-3.00937819,-3.084651858,-0.823992967,-0.244638469,-0.579734271,-0.683623945,0.877898163,1.026266848,0.265080677
S144-AT-y25,1,0.243483074,1.46395914,1.094059054,-1.914751126,1.403239607,,,,-0.047332164,-0.001850011,1.082114618,0.174515778,0.183623614,-0.565683859
S145-LK-y26,1,0.589511641,1.495932997,0.221209716,0.92956915,0.63922793,-1.145713233,-2.764926809,-2.739817094,-0.060174684,-0.122129604,0.165752845,0.554014094,0.745011244,1.129365945
S146-RA-y27,1,0.526874111,-0.185414943,-0.994464713,-0.118697057,-1.064035695,-2.084839993,-0.572342299,-0.968021511,-0.684422718,-0.691307334,-1.605619445,-0.231186065,0.159734905,0.946431996
S147-MD-y28,1,1.129186862,0.844022798,1.602566674,-1.937096278,1.067415521,0.670697415,0.564099641,-1.187510287,0.824535195,1.547113889,1.903460474,-0.092227246,0.464966122,-0.736843826
S148-DE-y29,1,0.93869672,0.171291472,-0.052905593,-0.50020209,-1.774519354,-1.475342573,-0.43603043,-1.349406058,-0.041288343,-0.923308151,-1.646387962,0.247767734,-0.26157243,0.873339515
S149-MCh-y30,1,0.283997559,0.465066879,-0.774249708,0.246867687,1.316829107,0.162729311,-0.729587259,2.96847179,-0.270492525,-0.259768543,-0.335192766,0.606359731,2.011305076,0.69798805
S164-MS-y201,1,0.825076774,0.376329241,0.284625969,-0.038332552,0.222354767,-1.067478628,-0.829180138,-0.289742132,0.35597407,0.971244376,0.317860084,0.541402349,0.755209688,0.027645649
S165-SB-y202,1,0.584947564,2.692494151,-2.046275269,1.544533552,1.656278378,,,1.258917756,1.494220705,0.163912109,0.642237037,1.081209527,0.359697342,1.302240864
S166-TB-y203,1,-1.122428986,0.552500814,-1.017906714,1.514833014,-1.232093378,-1.237054632,-2.065631923,-0.783281315,0.988114052,1.238268627,-1.535020046,0.659744554,-0.165995253,0.108706561
S167-MM-y204,1,0.999976851,1.230446972,2.999525247,-0.75469138,1.215987581,0.119485207,1.170323894,1.875975478,1.07286869,-1.356985489,1.428020173,0.158162158,0.029884338,1.008130302
S168-QZ-y205,1,0.764665251,-0.678905485,2.616444152,0.139837029,0.70475642,1.386213041,1.700818589,0.964288734,1.168538006,-0.747381922,0.676886265,1.23331271,1.205501563,1.101682054
S169-GU-y206,1,1.063748483,0.762135153,-1.299381535,-0.170715999,-0.134896799,-0.115892362,0.239078248,0.34117394,0.392643063,-0.476626056,0.275850198,-1.306017941,-1.112191777,-0.694381777
S170-LM-y207,1,0.662380903,0.89035724,-0.758155333,2.228907059,1.479972291,2.475725303,-0.607379841,-1.477677994,0.905798121,1.588164472,1.547480231,-0.066046564,1.261149679,0.073807118
S171-GD-y208,1,0.092087812,2.635046064,-1.556885985,2.278693546,0.765356477,,,1.768366276,1.634027473,1.407045099,-0.084775752,1.047245883,0.439336732,0.076843502
S172-LS-y209,1,0.523893995,2.22898281,-0.586257682,1.652977572,0.322888152,,,2.008858948,1.3933728,0.513737206,-0.085279429,1.329523956,0.67584148,-0.070778219
S173-MN-y210,1,0.17609853,-1.929581572,0.012972036,-0.203162091,-0.775820545,-0.137788856,-0.313357701,-0.139535237,-0.351996287,-0.538432357,-0.877060823,0.163616553,0.614401742,-0.125095893
S174-LK-y211,1,-0.024602738,-1.320703288,0.155842811,-0.500050648,-0.960018865,0.431928448,-0.072872694,-0.213553439,0.372785127,-0.748975458,-0.576019388,-0.621582024,0.122030971,0.612324224
S175-SJ-y212,1,1.022934251,0.133830631,0.246887301,-0.000809624,-0.073895298,-0.672507835,-0.052996052,-1.263876348,-0.014692238,0.331752146,-0.162703643,-1.351627726,-0.029884338,-0.183202272
S176-KK-y213,1,0.246255765,-0.551395393,-0.85433834,0.673775659,-0.664811258,-0.742546844,-0.623962141,-1.336387756,0.78988638,0.541511984,-1.117781961,0.96657868,0.902236344,1.330810448
S177-KK-y214,1,1.708173517,-1.06060733,0.272103385,-0.823213659,-0.427803513,0.621562467,0.92506038,-0.045641844,0.877007397,1.45420286,0.162288073,0.521981381,0.764416369,0.433337105
S178-MM-y215,1,1.043153052,0.758590652,-0.174244285,-0.640577167,0.737963403,-0.710302712,-1.553663484,-0.761053881,0.216771203,-0.457980506,1.352617136,0.132509977,0.414324893,0.169735913
S179-TS-y216,1,0.926458722,0.049613312,-0.456965753,0.000809624,0.886877493,0.006826897,-0.356615275,-0.865026809,0.107249996,0.119998823,1.580992985,-0.91644023,0.240720693,0.270594193
S180-SC-y217,1,1.28947796,-0.415749702,0.197412705,-2.222283772,-0.978734973,-0.397927506,-1.262892577,0.062583721,-0.073066373,0.166767275,-0.798905252,-1.095577509,0.451828761,-0.184543387
S181-AV-y218,1,0.879997951,1.106336462,-0.789228934,-0.684789263,0.895310874,1.256501646,2.338692113,1.510945762,-0.700284052,-1.199352399,0.263677046,1.812211888,2.283720365,1.935840148
S182-ZK-y219,1,0.24303872,-0.359528833,1.829033637,0.675224341,0.671017689,-0.018322662,0.449375843,-0.974714038,-0.009665645,-0.427092782,-0.86929504,0.357396947,0.663061307,0.652873473
S183-GE-y220,1,-0.047005965,2.564765965,-2.702263183,0.817892597,2.306629366,2.688860431,1.050371558,2.531460486,1.380232367,-0.512825739,1.919267463,1.41154026,0.180947851,1.140479934
S102-RCh-o01,2,-0.439127407,-0.166313249,0.54659741,-0.524024365,0.137334834,-0.670206917,-0.186047354,-0.190866497,-0.020842208,-1.216283159,0.7449619,-0.309925519,-0.367746453,0.442232729
S106-LJ-o02,2,-1.17585726,-1.507088992,0.056577815,-0.839634418,-0.702065162,-0.019977357,-0.505922341,-0.727233796,0.020576221,-1.283712336,-1.212712474,0.495561558,0.764190588,0.694661163
S110-MK-o03,2,0.057638745,-0.536328072,-1.420475448,-0.41313893,-0.254493187,-0.62705661,-0.23995021,-0.125625055,-0.448316904,-0.805440473,0.059583149,-1.00303614,-1.529163521,-0.015378588
S111-ZK-o04,2,0.733574098,0.650946315,-0.30852214,0.20728211,0.598001175,-0.552805653,-1.076143136,-0.074754353,-0.383982941,0.164333428,1.746116552,-0.690106777,0.42883758,0.581644538
S112-NK-o05,2,0.311762408,-0.230165821,-0.952039142,1.812161426,0.01174497,-0.293887704,0.132208803,-0.20389074,-0.692273594,1.800164595,1.158273426,-1.297964036,-0.312429513,-0.618671267
S113-NU-o06,2,-0.371190717,0.499798091,1.701910349,-2.462708927,0.864308259,-0.579796545,-0.549744577,-0.764235053,1.039142691,0.355428704,0.798597244,-0.149738423,-0.853620157,-0.857526371
S114-ZB-o07,2,-1.865124128,-0.44411995,0.406202124,-0.986067727,-0.378634604,-0.133922764,-0.492855227,0.047504906,-0.411952778,-1.093477988,-0.521540403,-1.431729994,-1.889618005,-1.193324035
S117-RL-o08,2,-0.399075394,-0.914138655,1.552749752,-0.378934963,0.619269883,0.355474715,-1.033718915,-1.01529097,0.170387497,-1.059283182,0.575051141,-1.026939477,-0.078582047,0.47383917
S121-ON-o09,2,0.399234787,1.537392458,2.67515859,2.479060791,-0.438213664,2.494076294,1.812021836,0.515097676,1.807258576,1.867643773,-0.620374874,0.005164071,-0.096220813,-1.248984755
S124-EA-o10,2,0.408850422,-0.758841234,-0.314693524,0.999802264,-0.868466935,-0.137054707,-0.532840544,0.194264174,0.575165628,1.465917586,0.163632114,-0.482578887,0.746222316,-0.369617792
S125-LSh-o11,2,-0.902468577,0.898270567,-2.000709786,1.383256509,-0.42153535,-0.783376504,-0.958812567,-0.48521703,0.674877013,1.383581439,-0.041920009,0.328594001,-0.229705696,-0.701433302
S127-MS-o12,2,-1.16338805,-1.130300765,1.208395747,-1.243439093,-0.176099794,0.206055026,0.450193439,0.194593717,1.438393755,-1.075232131,1.175040026,-0.666973192,-0.735463357,-0.594512245
S132-BM-o13,2,-0.954278322,-0.549230032,0.632998567,-0.149695095,-0.372471892,0.459906876,0.304273635,0.17758092,-0.158623621,-0.190688728,0.353012036,0.575079091,0.331369157,0.16069587
S133-OT-o14,2,1.816121518,-0.545971191,2.098776288,-1.538879748,-0.56492184,-0.492578161,0.562431937,-0.27878587,1.476090141,-0.73105372,0.215861117,-0.262238494,-0.161342273,0.323440925
S134-LJ-o15,2,-1.050328769,0.630104328,0.192356029,0.420186052,0.288703744,-1.358808038,-1.187107558,-2.498362682,-0.327690443,0.382308275,0.670774792,-1.393565687,-0.554104684,1.391269186
S135-MG-o16,2,-1.527462472,0.78672696,-0.330941281,0.383467558,1.397774828,3.10999013,,,-0.801944241,-1.181234322,-0.067431296,-0.108981344,-0.360371723,-0.781526747
S136-TM-o17,2,-1.457691336,-1.030604026,0.222036403,-0.807235115,-2.6245585,-1.304578755,-0.015533014,-2.731344168,-0.993819779,-1.063302588,-0.215392757,-1.098606549,-0.881399026,0.626626355
S137-NL-o18,2,-1.126421935,-0.275535871,-0.61349198,0.918585798,-1.222388906,,-0.663668057,0.07783616,-0.330042795,0.44090324,-1.300988398,-0.005164071,-0.244220687,-1.412452539
S138-IM-o19,2,-0.773152127,-0.299342069,-2.575433695,-0.013660714,-0.160828539,,-0.834498711,-0.235610926,-0.286524762,-0.425574046,0.551420789,0.682026808,-0.741361602,-1.391719042
S139-BG-o20,2,0.017628232,-0.685765959,0.508604853,-1.756968424,-0.404295366,-2.294530912,0.047029005,-0.308063108,-0.768092709,-0.535477343,-0.191572012,-0.870593847,-0.179540408,-0.392681206
S150-LZ-o21,2,0.630671718,-0.874057341,1.399664344,-0.460429489,-0.27033739,0.023525858,1.042336878,0.567394237,0.130241036,-0.855289056,-0.254953443,0.718229636,0.300386445,0.06682554
S151-TM-o22,2,-0.231307561,0.163446051,-0.377038838,0.234658043,-0.078942871,,,2.037795766,-0.178571514,0.278845145,-0.069858225,0.547363967,-1.641709476,0.587859878
S152-GM-o23,2,-0.480555745,-0.039577779,0.844807683,0.907303598,-0.643009102,-0.342635292,-0.438842468,0.277491578,1.09030351,1.354502339,0.958099395,0.09335187,-0.146094327,-0.881694382
S153-ShK-o24,2,0.660520464,-0.004543039,0.781564167,-0.150902942,1.003296572,-0.676492165,-0.148542954,-1.064370254,0.685936779,1.117151444,1.745997497,0.075264827,-0.866742605,-0.235243353
S154-LT-o25,2,-1.273310205,-1.005832514,-0.208822558,0.376391562,-0.411533842,0.971320943,2.436709936,0.007350702,-0.725768634,1.058469099,-0.39263913,-1.680144105,-0.592900496,-0.482953045
S155-NG-o26,2,-0.017628232,0.635637738,1.540697315,0.788872923,0.000848359,1.22777306,0.391623941,0.683476948,1.094831977,1.038123623,0.916361462,0.525461951,0.724892679,0.142823614
S156-GL-o27,2,1.23090855,0.344628985,-0.078555954,0.060322112,0.688981153,0.896413713,1.239696975,0.51306269,0.179388273,0.520432443,1.606836122,-0.586256571,-1.071986565,-1.033363305
S157-Psh-o28,2,-1.137784773,-1.903079637,-0.559279381,-0.42824719,-1.002141681,0.516554377,0.683850649,0.300066618,-1.328382759,-0.21876789,0.003709948,-2.092023941,-1.135592378,-0.963322134
S158-GK-o29,2,-0.169311486,1.10647969,-0.200730737,0.482787313,0.677982311,1.130808376,1.128857843,0.783609662,0.674122987,0.180383879,1.735557545,0.58204564,-0.146983792,0.162311141
S159-TM-o30,2,-0.31021902,-0.578793334,1.409079574,-1.974410936,-8.16693E-05,2.471026539,1.874423507,0.690774588,-0.680957581,-0.390341007,0.213558073,-2.158038687,-1.446609518,-1.060066472
S160-OSL-o75,2,-0.422999049,-1.239219129,0.173974432,-0.325298302,0.321198377,-3.443348689,0.179401546,-0.443011643,-0.436737577,-0.772793016,0.707960334,0.430539225,-0.708974892,-0.265182346
S161-Dkh-o61,2,-1.044977018,-0.999648512,-0.377740534,-0.68731337,-0.304485047,0.014715648,0.664132815,0.225917198,-1.192645695,-1.016767029,-0.224910502,-1.147874217,-1.098616236,-0.986612267
S162-SJ-o62,2,-1.228786497,-0.524039312,-0.256727722,-0.087082004,0.131199138,-0.040939447,-0.168220592,-0.323610449,0.98460981,0.001850011,0.931736468,-1.52472834,-1.352530354,-1.471341283
S163-NL-o63,2,-1.658324432,-0.750905697,-1.123813016,0.453960663,-0.745250396,0.324857051,0.019112492,0.272393251,0.414003998,0.494678106,-1.049809111,-1.277688329,-0.684792665,-2.128891899
S184-GC-o301,2,-0.086383907,-1.9728657,1.013859666,0.221798907,-0.955542579,0.076200793,-0.382340935,0.143610884,0.541149731,0.389258485,-0.247840578,-1.417096253,-0.068593223,0.015378588
S185-RK-o302,2,-1.199917819,0.633615713,0.339195449,-0.020241871,0.769675816,-0.158810219,0.884186136,2.196152262,-0.413141225,-0.195228681,0.797038808,-0.659385849,-0.776269636,-0.454800062
S186-LC-o303,2,-0.204183571,0.663784397,0.049760563,1.480756013,0.08027957,1.858334405,0.111090936,,-0.965516784,1.145805953,-0.672113735,0.560969225,0.639298339,-0.06953903
S187-LC-o304,2,-0.647483389,-0.944136481,-0.130839017,0.798648212,-1.108922685,1.051116889,0.621030952,0.618672518,-0.905005528,1.101089369,-0.397117176,-0.812501299,-1.291957138,-1.484672834
S188-DD-o305,2,-0.927865102,-2.115017563,-0.303020713,-0.792747937,-1.310389893,-0.064197873,-0.25162809,-0.008015727,-1.014577241,-1.122930749,-1.227130221,-0.475804878,0.120082972,-0.608342963
S189-GQ-o306,2,0.875155293,-0.079061771,2.61249056,-0.659963849,-1.213026323,2.77897534,2.32945949,2.165770197,1.374488597,-0.052767483,-1.48581417,0.761002652,-0.735320416,-0.656904047
S190-NL-o307,2,-1.274566411,-0.887243286,-1.011151704,-0.612310461,0.045253973,0.462520382,0.411333983,-0.016122781,-0.117726367,-1.195641464,-0.065796313,-1.809687426,-2.317988116,-2.220309433
S191-GG-o308,2,-1.726280443,0.133049562,1.486448356,0.12239199,0.382502685,-0.209438404,-0.735763064,-1.512000305,1.246478522,-0.543493158,0.340385275,-1.872203233,-1.392394767,-1.322929833
S192-SK-o309,2,0.115354599,-0.604766168,-0.413121555,0.60336541,-0.376676882,,3.421911607,,-1.250695855,-0.149555948,-1.177766551,0.53481427,0.130376075,1.248834745
S193-MU-o310,2,-0.413010098,-0.322933184,2.804568576,-1.116478461,-0.486967884,-0.29994968,-0.665149351,0.036126132,1.687675557,-0.597773553,-0.461038213,0.057449802,0.383842952,0.076708464
S194-RG-o311,2,-0.84784967,-1.849981547,0.090018898,-1.044403367,-0.760377627,-0.049403721,0.238580339,-0.277796043,-0.332607863,-0.92429451,-0.421375208,-0.46653672,-0.237161988,-0.888071485
S195-MM-o312,2,-0.109542721,-0.224619819,0.122106796,0.630447087,-0.581268557,0.360330313,-0.049576871,0.050313216,-0.399505398,0.232081278,-0.029199122,-0.807817413,-0.831070394,-1.79680897
S196-LI-o313,2,-1.6421624,1.161502314,3.158451383,-0.689819146,1.3653788,,,3.046236483,1.042086825,-0.980290146,0.870545176,0.47503356,-0.871436345,-1.021687018
S197-MJ-o314,2,-1.258893307,-1.235695687,-0.452185414,0.274327638,-1.025054182,0.680617797,0.407386954,0.38282319,0.06314572,0.627937112,-0.838560482,-1.239164826,-0.83814988,-1.338729801
S198-CJ-o315,2,-2.017162877,-0.429043877,0.028082646,-1.116553247,0.259295852,0.52287241,2.270646791,2.143256936,-0.869964136,-0.684370383,-0.752207567,-0.541514925,-1.267495807,-0.034522419
S199-LC-o316,2,-0.563100339,0.176663141,0.793080953,-0.347106612,0.275875439,,-0.153545725,0.378449043,-0.718515554,-1.222136546,0.437377367,-0.059364983,-0.254309596,-1.08495736
S200-GF-o356,2,-0.354081195,-0.521645606,-1.051963562,0.619777906,-0.65090642,1.268074759,1.093877376,1.042579752,-0.352781371,-0.031724107,-0.871458955,0.365326948,-0.945671302,-0.352351686
S201-EC-o358,2,-0.82999811,0.14772181,-0.867107859,-0.058169379,-0.142566866,-0.117780657,-0.077149411,0.010443339,-0.011156016,-0.429736977,0.360002204,-0.588467845,-0.850344596,-0.726250147
S202-XD-o359,2,0.593625239,0.557805349,-0.983032459,0.813632533,-0.344677364,0.994041369,1.2833712,0.889996424,0.348143786,0.601579029,0.41192924,-0.362810842,-2.206195527,-0.128870883
S203-NC-o360,2,-0.212921522,0.287872234,0.43566334,1.451572873,-1.034283609,1.051167094,1.316348438,1.742311448,-0.418965746,1.623300498,-0.524294374,-0.640501385,-0.161723118,-1.480910704
S204-NG-o361,2,0.582063431,-1.259613615,0.04682221,0.004388378,-1.369173545,0.204396756,0.024569132,0.093454551,-0.65447652,0.526309708,-1.125900166,-1.068529379,-0.218434715,-0.995831395
S205-MN-o365,2,-1.481997746,-1.540007435,0.06732543,-0.123547382,-1.093317019,-0.006826897,-0.413210214,0.164471302,-0.626788425,-0.234435422,-0.730394922,-0.448444346,-0.115569916,-1.403323559
S206-KR-o366,2,-0.586988545,-0.920571551,-0.012972036,-0.242798234,-0.753419472,-0.221402524,-0.452690089,-0.324418884,-0.19691041,0.163967922,-0.30704314,-0.722081542,0.208909468,-0.388157309
S207-NS-o367,2,-0.615424222,-0.44188792,-0.599344412,-1.795232192,0.588665689,0.330201658,0.777872306,-0.309577887,-0.955929742,0.767469771,0.678456789,-1.083132806,-0.935722015,-0.978845664
