,ID,Group,acc,GFP,N1,N2,P3b,Q_N1,Q_N2,Q_P3b,CD_N1,CD_N2,CD_P3b,PCE_N1,PCE_N2,PCE_P3b
20,S140-TG-y21,1,-0.265659473,0.867893041,0.288758445,-0.640273681,1.178425564,-0.103375208,-0.520380547,-0.838858317,0.362219253,-0.117050552,0.937072198,1.069243516,1.275558274,0.678874805
21,S141-AT-y22,1,0.035945861,0.017657622,0.060948722,1.144335424,2.368732087,-1.103860301,-1.173076165,-1.689619088,0.538640627,0.236455206,1.447567073,1.328747493,1.422797554,1.359188671
22,S142-MD-y23,1,0.556986509,-0.640092409,-1.106709206,1.486481983,0.347023435,-1.056676272,-1.131395353,-1.032310246,-0.362633073,0.546264903,-0.946205859,0.576229627,0.84189041,-0.254905826
23,S143-ND-y24,1,-0.894352593,-1.878100567,-0.744204298,2.28542978,0.542088801,-1.068703407,-1.386330766,-1.228343074,-0.363692836,0.782587903,-0.511646024,0.517891475,0.856946703,0.054727713
24,S144-AT-y25,1,1.061475301,1.399498409,1.191351471,-2.032120741,0.397629634,0.000500558,1.388189072,3.34550333,-0.284086273,0.953272094,-0.853070708,0.132531665,-0.020212293,-0.759631645
25,S145-LK-y26,1,0.893099905,0.435905263,0.464423806,-0.718049282,-0.077300448,0.863136857,-0.856471386,-1.541498676,0.130278772,0.777795361,-0.641644413,0.759481306,0.712077153,1.188678055
26,S146-RA-y27,1,0.004584422,0.366076521,0.655582569,-2.830074204,0.287622224,-0.276647648,-0.841364817,-0.843636704,-0.057471073,1.728455926,-0.714198158,-1.011219794,0.579443338,0.691792486
27,S147-MD-y28,1,1.148845148,1.273999138,0.579860877,-0.451849816,-0.325831926,0.245935453,-0.096143748,-0.492143166,-0.353127136,0.155307529,0.484488544,0.554593714,0.664668712,0.012612627
28,S148-DE-y29,1,-0.049996229,-0.599047008,-0.670731243,-0.731927196,-0.746666049,-1.683415954,0.256435432,-0.98502014,-0.771848674,-0.295944216,-0.709976697,0.472267634,-0.754156395,0.550654037
29,S149-MCh-y30,1,0.185608937,0.138196832,-0.12450628,-2.59157583,1.18290522,-1.330534567,-0.69808585,0.525892389,-1.069689824,1.083813179,0.001020739,-0.099622424,1.55414246,0.522201997
30,S164-MS-y201,1,1.04887768,0.516176363,0.922949434,-0.307294636,-0.143587365,-0.941124267,-0.799591591,-0.359893563,1.686500934,0.427562966,-1.018248278,0.865745445,0.584920566,0.246804989
31,S165-SB-y202,1,0.512424024,-0.03943208,-0.500021603,0.145542352,2.662974386,1.409078333,1.125662119,-0.3354819164468085,-0.70482856,-0.804542286,1.518344454,0.990353138,0.353723168,0.790781028
32,S166-TB-y203,1,0.348980893,-0.493494287,-0.036833936,0.279782858,-0.187655303,-1.608789604,-0.933942766,-1.59378608,0.630787762,-0.483780368,-0.72971095,0.443428953,-0.535096801,0.253667364
33,S167-MM-y204,1,0.331645146,1.154165229,1.257164985,-0.127773985,2.272352657,1.773045564,0.733155655,2.628088868,0.127026981,-0.241865425,1.050221847,0.67081504,0.428083053,1.34919263
34,S168-QZ-y205,1,0.677939656,1.932498337,2.386058694,-0.129776073,0.579545045,-0.153551771,-0.82018218,0.814233519,1.33564544,-0.721122008,-0.112876191,1.177517553,1.184721368,1.203475106
35,S169-GU-y206,1,0.495848634,-2.326906794,-1.278208171,-0.727223923,0.439216287,0.771407257,0.28636876,0.20984507,-1.601234206,-1.083259436,0.093089261,-1.239240017,-0.493339263,-0.521573165
36,S170-LM-y207,1,0.727851749,1.433750895,-0.601750963,1.018556427,-0.262726804,-0.10339434310416666,1.538967829,0.697289668,1.229225712,0.116591126,-0.823007388,0.70552715,1.017704796,-0.182730729
37,S171-GD-y208,1,0.396552125,-0.618094925,-0.650876131,2.235953515,1.329760092,0.757235889,0.823909961,1.073214091,1.480571046,0.773858969,0.596579287,0.487010839,0.693042843,0.407799766
38,S172-LS-y209,1,-0.597406361,0.420392717,0.547027034,-1.0701245,1.043601326,2.078589274,0.258871331,-1.02031462,0.216091016,-0.345005309,-0.330702304,1.006063005,0.818337208,0.659280182
39,S173-MN-y210,1,0.507267838,-1.368764763,-0.678268757,0.185129171,-0.342327859,0.003076528,0.25361614,0.320230224,-1.249613542,-0.182811851,-0.892876692,0.088366734,0.879332354,0.752379271
40,S174-LK-y211,1,0.792783089,0.88270219,1.588958226,-1.351382342,0.040484774,-0.860611324,-1.183838333,-0.819955653,1.063785203,-0.11580748,-0.913562863,0.67818496,1.18462937,1.416649387
41,S175-SJ-y212,1,-0.065759514,-0.586563189,0.179614707,0.231398087,-0.233868144,0.820458562,0.164132253,-0.110122311,0.73302895,0.013703271,-0.11167501,-0.343447126,0.574511863,0.413532496
42,S176-KK-y213,1,0.819224308,-1.141145753,-1.027516921,0.102896809,1.721083324,-0.000500558,-0.43220829,-0.984337909,-0.081093794,-0.511974785,0.925172243,0.348070525,0.684331288,1.224732152
43,S177-KK-y214,1,0.724889633,0.176823811,-2.224617632,0.444480787,-0.537688557,0.495570404,-0.137187574,0.068833687,1.458149039,0.334899792,-0.262403456,0.458681903,0.854217114,0.518459176
44,S178-MM-y215,1,0.7699844,0.983266399,1.03558135,-1.944268035,0.844575332,-1.273598135,-3.154541188,-0.890341954,1.141948905,1.460598036,0.008623689,0.927565782,0.977465169,0.655042759
45,S179-TS-y216,1,-1.03199071,-0.854743045,-0.409841357,-0.312664825,0.902588472,0.361328258,0.256319623,-1.419903706,-0.448783226,-0.946361255,-0.217812673,-0.70015798,0.347507024,0.808170476
46,S180-SC-y217,1,-0.249104126,-0.413986134,-0.539939882,-3.021948395,1.065245099,0.238012153,-2.557297208,0.106969687,-0.273401781,0.991580805,0.128813135,-0.045066394,0.911214346,0.342651141
47,S181-AV-y218,1,-1.119474695,-0.702236752,-1.214782657,0.019263545,0.106286047,0.152776247,0.40130633,2.926595369,-1.204329576,-0.659493722,-1.024456978,2.082319375,1.683067933,1.394465976
48,S182-ZK-y219,1,0.173153753,0.96827376,0.099371035,-1.410730791,0.964878425,-0.063106299,-0.98679732,-0.833111356,-0.598275388,0.4960738,-0.050119207,0.932388668,1.213646782,0.16202028
49,S183-GE-y220,1,-0.219667105,-0.141593894,-0.226985544,0.070370298,1.967246963,-0.640155702,-0.328076994,-0.3354819164468085,-0.502513961,-1.160421658,1.284692266,1.804778451,1.238160694,0.388007044
