Age,Subj,Time [ms],l_soa_GFP,25_GFP,RT_GFP
Young,35,38,0.705645919,0.946375489,0.508887172
Young,35,40,0.680124938,1.060110569,0.49976474
Young,35,42,0.639439166,1.159692645,0.491034299
Young,35,44,0.599758983,1.227182865,0.487137794
Young,35,46,0.576302767,1.256035447,0.495014697
Young,35,48,0.587294161,1.246291995,0.524474144
Young,35,50,0.614498436,1.20854032,0.577781081
Young,35,52,0.632317901,1.159178257,0.654937506
Young,35,54,0.630908191,1.115724206,0.741450846
Young,35,56,0.608190715,1.083234429,0.827315748
Young,35,58,0.571992099,1.066143036,0.896009862
Young,35,60,0.539326191,1.05571866,0.939716101
Young,35,62,0.530422688,1.040503979,0.95597893
Young,35,64,0.549833477,1.020089746,0.951252222
Young,35,66,0.592396617,1.000228643,0.929735601
Young,35,68,0.641874194,0.991428554,0.899909377
Young,35,70,0.690149486,0.992306054,0.869399369
Young,35,72,0.725549817,0.999948084,0.838465095
Young,35,74,0.742313445,1.010668039,0.80977571
Young,35,76,0.739655912,1.014271021,0.783869267
Young,35,77,0.717865169,1.018288016,0.768449605
Young,35,79,0.689845324,1.02729404,0.77796334
Young,35,81,0.678625643,1.043101192,0.824521542
Young,35,83,0.686546087,1.070509911,0.918406487
Young,35,85,0.70470798,1.105416775,1.066388369
Young,35,87,0.722717524,1.147742629,1.258988142
Young,35,89,0.724027693,1.204958439,1.481347084
Young,35,91,0.701116502,1.28004992,1.712814808
Young,35,93,0.661894441,1.38199532,1.932702661
Young,35,95,0.619703531,1.513846517,2.113619089
Young,35,97,0.595479012,1.66560626,2.237657309
Young,35,99,0.597364902,1.814647675,2.290638447
Young,35,101,0.621138394,1.938019156,2.272367716
Young,35,103,0.661864281,2.018982172,2.181691885
Young,35,105,0.724787414,2.051533461,2.03344965
Young,35,107,0.817597389,2.039985418,1.849541783
Young,35,109,0.940138876,2.003987312,1.648334622
Young,35,111,1.07939887,1.968440175,1.453755617
Young,35,113,1.216325641,1.959553719,1.282510161
Young,35,115,1.331562519,1.980346322,1.146573901
Young,35,117,1.417541385,2.018589735,1.061205387
Young,35,118,1.473951221,2.054222584,1.044349909
Young,35,120,1.507131338,2.065424681,1.110886931
Young,35,122,1.532384038,2.047994614,1.25878346
Young,35,124,1.561315298,2.01203227,1.469722986
Young,35,126,1.603621006,1.981800318,1.719630957
Young,35,128,1.662954569,1.989306211,1.985805392
Young,35,130,1.731084228,2.058841944,2.249387264
Young,35,132,1.807946205,2.198064566,2.504332542
Young,35,134,1.894218206,2.390546322,2.741734982
Young,35,136,1.98280704,2.613130808,2.956043243
Young,35,138,2.070231915,2.841985703,3.138438225
Young,35,140,2.148501635,3.067606688,3.292647362
Young,35,142,2.206845284,3.288482189,3.410820007
Young,35,144,2.243909121,3.504746675,3.511027098
Young,35,146,2.263477564,3.705707312,3.594723701
Young,35,148,2.275109291,3.900583982,3.67151618
Young,35,150,2.289629459,4.0814147,3.7320292
Young,35,152,2.321122885,4.252488613,3.773746967
Young,35,154,2.37557745,4.414645195,3.792383432
Young,35,156,2.454084396,4.561617851,3.778453827
Young,35,158,2.553806305,4.707214832,3.734353781
Young,35,159,2.666001797,4.842798233,3.667082548
Young,35,161,2.788750648,4.979784489,3.576877356
Young,35,163,2.92296958,5.095914841,3.47906208
Young,35,165,3.064262152,5.184116364,3.375049353
Young,35,167,3.208360195,5.234818935,3.278625488
Young,35,169,3.35569644,5.240186691,3.185652018
Young,35,171,3.503120661,5.196348667,3.105419874
Young,35,173,3.647050381,5.101322651,3.035280704
Young,35,175,3.7976861,4.955857754,2.977128506
Young,35,177,3.961332798,4.761950493,2.915015459
Young,35,179,4.152211189,4.535592556,2.844583273
Young,35,181,4.360293865,4.282952309,2.75957036
Young,35,183,4.598911762,4.015890598,2.644954681
Young,35,185,4.849362373,3.746790171,2.502645016
Young,35,187,5.120753765,3.477252007,2.329011917
Young,35,189,5.394548893,3.227878332,2.127020836
Young,35,191,5.668997288,3.006395578,1.911898255
Young,35,193,5.926580429,2.823269606,1.706088901
Young,35,195,6.164899349,2.684766054,1.513148427
Young,35,197,6.374176025,2.590483189,1.360102177
Young,35,199,6.544586658,2.526528597,1.269168735
Young,35,200,6.658055782,2.479506016,1.236065865
Young,35,202,6.720252514,2.439467192,1.258954287
Young,35,204,6.730849266,2.397442102,1.317984462
Young,35,206,6.712257862,2.346894503,1.394099593
Young,35,208,6.652348995,2.290792942,1.474780083
Young,35,210,6.563278198,2.232235193,1.55384326
Young,35,212,6.453700066,2.183738708,1.628304839
Young,35,214,6.334292889,2.152184486,1.695766091
Young,35,216,6.187206745,2.140930414,1.758378863
Young,35,218,6.02884388,2.14515233,1.815306664
Young,35,220,5.857373238,2.155382395,1.863834262
Young,35,222,5.676089287,2.170911789,1.903396249
Young,35,224,5.48033905,2.182935476,1.93290019
Young,35,226,5.283596039,2.198194027,1.94488728
Young,35,228,5.078402519,2.215505123,1.938358665
Young,35,230,4.863764286,2.241414547,1.906581044
Young,35,232,4.634961605,2.274358749,1.855500698
Young,35,234,4.402094841,2.321846247,1.788987517
Young,35,236,4.167280674,2.378274918,1.710096836
Young,35,238,3.945244312,2.444241524,1.626566887
Young,35,240,3.729357243,2.527107477,1.540691257
Young,35,242,3.541120768,2.620712757,1.469623327
Young,35,243,3.378641844,2.725665092,1.408406138
Young,35,245,3.234665632,2.839008093,1.36615169
Young,35,247,3.101975203,2.954297781,1.340342999
Young,35,249,2.967287302,3.069521904,1.330527663
Young,35,251,2.846490622,3.177176714,1.331018567
Young,35,253,2.737553358,3.281693697,1.336074948
Young,35,255,2.64061594,3.375279427,1.349376678
Young,35,257,2.556233168,3.456234217,1.369692683
Young,35,259,2.487874269,3.521955729,1.39134407
Young,35,261,2.437770128,3.578798294,1.414079547
Young,35,263,2.41485405,3.623153925,1.436112165
Young,35,265,2.417699814,3.667953491,1.455444098
Young,35,267,2.443240881,3.70943594,1.477277756
Young,35,269,2.502970695,3.749471664,1.503625989
Young,35,271,2.578237534,3.783124685,1.544839859
Young,35,273,2.660418272,3.812758446,1.59672749
Young,35,275,2.750577688,3.826610088,1.664250731
Young,35,277,2.845481634,3.823938847,1.741979599
Young,35,279,2.942368746,3.805242062,1.825145841
Young,35,281,3.03771162,3.771257639,1.902327776
Young,35,283,3.126863241,3.707266569,1.96495533
Young,35,284,3.210026741,3.627584696,2.004211187
Young,35,286,3.290815115,3.528594017,2.0157516
Young,35,288,3.361150026,3.419623375,1.996293426
Young,35,290,3.433949471,3.312550545,1.949652195
Young,35,292,3.514979839,3.222230673,1.884225368
Young,35,294,3.598743916,3.158195019,1.80624187
Young,35,296,3.687799454,3.118402719,1.727717876
Young,35,298,3.771238089,3.099114895,1.669333696
Young,35,300,3.854684114,3.100876808,1.631420493
Young,35,302,3.929555178,3.111516237,1.620012522
Young,35,304,3.987366676,3.126413822,1.631092548
Young,35,306,4.022049904,3.140046835,1.656825304
Young,35,308,4.030333042,3.148835182,1.703736186
Young,35,310,4.017314911,3.150990963,1.75675106
Young,35,312,3.978946924,3.143765926,1.807346106
Young,35,314,3.9245224,3.128279448,1.846009493
Young,35,316,3.862061262,3.105098963,1.875176311
Young,35,318,3.791805983,3.082158804,1.878858924
Young,35,320,3.71304965,3.051046848,1.863728881
Young,35,322,3.632925987,3.008213043,1.825720906
Young,35,324,3.547997952,2.958150148,1.773591995
Young,35,325,3.465797663,2.900863171,1.716010332
Young,35,327,3.384209394,2.831247807,1.662516475
Young,35,329,3.313162327,2.758029222,1.62232995
Young,35,331,3.249627113,2.67890358,1.596540809
Young,35,333,3.190503359,2.592396259,1.57997489
Young,35,335,3.138547421,2.499206066,1.581111431
Young,35,337,3.089543343,2.39986968,1.594091177
Young,35,339,3.050623417,2.307219028,1.615504146
Young,35,341,3.01265955,2.22539854,1.641616464
Young,35,343,2.978771687,2.166404009,1.666299224
Young,35,345,2.951145411,2.130680084,1.691114426
Young,35,347,2.922130823,2.118629932,1.710034728
Young,35,349,2.888345003,2.12801528,1.720742583
Young,35,351,2.844350338,2.146671295,1.724107623
Young,35,353,2.773782253,2.169033527,1.73043406
Young,35,355,2.682039261,2.19568181,1.727425575
Young,35,357,2.576437235,2.213603258,1.724808216
Young,35,359,2.463791609,2.221656322,1.710237265
Young,35,361,2.347579479,2.212081432,1.692674279
Young,35,363,2.243697405,2.182517052,1.678881526
Young,35,365,2.157849312,2.137007475,1.668303847
Young,35,367,2.09229207,2.085539103,1.660933495
Young,35,368,2.050674677,2.030117035,1.663833261
Young,35,370,2.033561945,1.981258988,1.667404175
Young,35,372,2.031377316,1.938719988,1.694653869
Young,35,374,2.036102295,1.911886215,1.736365199
Young,35,376,2.034332037,1.903261542,1.795913696
